seriesName,mid,matchTitle,matchFormat,matchStatus,teamOne,teamTwo,matchDate,matchVenue,name_bat,dismissal,runs_bat,balls,fours,sixes,strikeRate,batlineup,inn,cname_bat,lname,name_bowl,overs,maidens,runs_bowl,wickets,noBalls,wides,eco,bwlineup,cname_bowl,lineup,id,name,team
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,M Siddharth,Did not bat,0,0,0,0,0.0,12,inn1,M Siddharth,Siddharth,Manimaran Siddharth,3.0,0.0,28.0,0.0,0.0,2.0,9.3,7.0,Manimaran Siddharth,7.0,12930.0,Manimaran Siddharth,Lucknow Super Giants 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Ravi Bishnoi,Did not bat,0,0,0,0,0.0,12,inn1,Ravi Bishnoi,Bishnoi,Ravi Bishnoi,3.0,0.0,43.0,0.0,0.0,0.0,14.3,8.0,Ravi Bishnoi,8.0,14659.0,Ravi Bishnoi,Lucknow Super Giants 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Thakur,not out,3,3,0,0,100.0,8,inn1,Thakur,Thakur,Shardul Thakur,3.0,0.0,39.0,0.0,0.0,1.0,13.0,11.0,Shardul Thakur,8.0,8683.0,Shardul Thakur,Lucknow Super Giants 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Avesh Khan,not out,0,0,0,0,0.0,9,inn1,Avesh Khan,a2khan,Avesh Khan,3.0,0.0,30.0,0.0,0.0,1.0,10.0,10.0,Avesh Khan,9.0,9781.0,Avesh Khan,Lucknow Super Giants 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Digvesh Rathi,Did not bat,0,0,0,0,0.0,12,inn1,Digvesh Rathi,rathi,Digvesh Singh Rathi,4.0,0.0,30.0,2.0,0.0,0.0,7.5,9.0,Digvesh Singh Rathi,9.0,1448289.0,Digvesh Rathi,Lucknow Super Giants 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Digvesh Rathi,Did not bat,0,0,0,0,0.0,12,inn1,Digvesh Rathi,rathi,Digvesh Singh Rathi,4.0,0.0,30.0,2.0,0.0,0.0,7.5,9.0,Digvesh Singh Rathi,9.0,1448289.0,Digvesh Singh Rathi,Lucknow Super Giants 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Priyansh Arya,c Thakur b Digvesh Rathi,8,9,1,0,88.89,1,inn2,Priyansh Arya,Arya,,,,,,,,,,,1.0,14689.0,Priyansh Arya,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Prabhsimran Singh (wk),c Ravi Bishnoi b Digvesh Rathi,69,34,9,3,202.94,2,inn2,Prabhsimran Singh,psingh,,,,,,,,,,,2.0,14254.0,Prabhsimran Singh (wk),Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Prabhsimran Singh (wk),c Ravi Bishnoi b Digvesh Rathi,69,34,9,3,202.94,2,inn2,Prabhsimran Singh,psingh,,,,,,,,,,,2.0,14254.0,Prabhsimran Singh,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Shreyas Iyer (c),not out,52,30,3,4,173.33,3,inn2,Shreyas Iyer,siyer,,,,,,,,,,,3.0,9428.0,Shreyas Iyer (c),Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Nehal Wadhera,not out,43,25,3,4,172.0,4,inn2,Nehal Wadhera,Wadhera,,,,,,,,,,,4.0,13915.0,Nehal Wadhera,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Yuzvendra Chahal,Did not bat,0,0,0,0,0.0,12,inn2,Yuzvendra Chahal,Chahal,Chahal,4.0,0.0,36.0,1.0,0.0,0.0,9.0,6.0,Chahal,6.0,7910.0,Yuzvendra Chahal,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Marcus Stoinis,Did not bat,0,0,0,0,0.0,12,inn2,Marcus Stoinis,Stoinis,Stoinis,2.0,0.0,15.0,0.0,0.0,0.0,7.5,7.0,Stoinis,7.0,8989.0,Marcus Stoinis,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Marco Jansen,Did not bat,0,0,0,0,0.0,12,inn2,Marco Jansen,Jansen,Marco Jansen,4.0,0.0,28.0,1.0,0.0,1.0,7.0,8.0,Marco Jansen,8.0,14565.0,Marco Jansen,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Glenn Maxwell,Did not bat,0,0,0,0,0.0,12,inn2,Glenn Maxwell,Maxwell,Maxwell,3.0,0.0,22.0,1.0,0.0,0.0,7.3,9.0,Maxwell,9.0,7662.0,Glenn Maxwell,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Lockie Ferguson,Did not bat,0,0,0,0,0.0,12,inn2,Lockie Ferguson,Ferguson,Lockie Ferguson,3.0,0.0,26.0,1.0,0.0,2.0,8.7,10.0,Lockie Ferguson,10.0,10692.0,Lockie Ferguson,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Arshdeep Singh,Did not bat,0,0,0,0,0.0,12,inn2,Arshdeep Singh,asingh,Arshdeep Singh,4.0,0.0,43.0,3.0,0.0,3.0,10.8,11.0,Arshdeep Singh,11.0,13217.0,Arshdeep Singh,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Suryansh Shedge,Did not bat,0,0,0,0,0.0,12,inn2,Suryansh Shedge,Shedge,,,,,,,,,,,12.0,14922.0,Suryansh Shedge,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115039,Lucknow Super Giants vs Punjab Kings, 13th Match,Punjab Kings won by 8 wkts,LSG,PBKS,2-Apr,,Shashank Singh,Did not bat,0,0,0,0,0.0,12,inn2,Shashank Singh,sssingh,,,,,,,,,,,12.0,10919.0,Shashank Singh,Punjab Kings 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Phil Salt,b Siraj,14,13,1,1,107.69,1,inn1,Phil Salt,Salt,,,,,,,,,,,1.0,10479.0,Philip Salt,Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Kohli,c Prasidh b Arshad Khan,7,6,1,0,116.67,2,inn1,Kohli,Kohli,,,,,,,,,,,2.0,1413.0,Virat Kohli,Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Padikkal,b Siraj,4,3,1,0,133.33,3,inn1,Padikkal,Padikkal,,,,,,,,,,,3.0,13088.0,Devdutt Padikkal,Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Rajat Patidar (c),lbw b Ishant,12,12,2,0,100.0,4,inn1,Rajat Patidar,Patidar,,,,,,,,,,,4.0,10636.0,Rajat Patidar (c),Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Livingstone,c Jos Buttler b Siraj,54,40,1,5,135.0,5,inn1,Livingstone,Livingstone,Liam Livingstone,1.0,0.0,12.0,0.0,0.0,0.0,12.0,6.0,Liam Livingstone,5.0,10045.0,Liam Livingstone,Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Jitesh Sharma (wk),c Rahul Tewatia b Sai Kishore,33,21,5,1,157.14,6,inn1,Jitesh Sharma,jsharma,,,,,,,,,,,6.0,10214.0,Jitesh Sharma (wk),Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Krunal Pandya,c and b Sai Kishore,5,5,1,0,100.0,7,inn1,Krunal Pandya,kpandya,Krunal Pandya,3.0,0.0,34.0,0.0,0.0,0.0,11.3,7.0,Krunal Pandya,7.0,11311.0,Krunal Pandya,Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Tim David,b Prasidh,32,18,3,2,177.78,8,inn1,Tim David,David,,,,,,,,,,,8.0,13169.0,Tim David,Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Rasikh Salam,Did not bat,0,0,0,0,0.0,12,inn1,Rasikh Salam,Salam,Rasikh Dar Salam,3.0,0.0,35.0,0.0,0.0,0.0,11.7,8.0,Rasikh Dar Salam,8.0,14274.0,Rasikh Dar Salam,Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Yash Dayal,Did not bat,0,0,0,0,0.0,12,inn1,Yash Dayal,Dayal,Yash Dayal,3.0,0.0,20.0,0.0,0.0,0.0,6.7,9.0,Yash Dayal,9.0,14172.0,Yash Dayal,Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Bhuvneshwar,not out,1,2,0,0,50.0,9,inn1,Bhuvneshwar,bkumar,Bhuvneshwar Kumar,4.0,0.0,23.0,1.0,0.0,0.0,5.8,11.0,Bhuvneshwar Kumar,9.0,1726.0,Bhuvneshwar Kumar,Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Hazlewood,Did not bat,0,0,0,0,0.0,12,inn1,Hazlewood,Hazlewood,Josh Hazlewood,3.5,0.0,43.0,1.0,0.0,1.0,11.2,10.0,Josh Hazlewood,10.0,6258.0,Josh Hazlewood,Royal Challengers Bengaluru 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Sai Sudharsan,c Jitesh Sharma b Hazlewood,49,36,7,1,136.11,1,inn2,Sai Sudharsan,Sudharsan,,,,,,,,,,,1.0,13866.0,Sai Sudharsan,Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Shubman Gill (c),c Livingstone b Bhuvneshwar,14,14,1,1,100.0,2,inn2,Shubman Gill,Gill,,,,,,,,,,,2.0,11808.0,Shubman Gill (c),Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Jos Buttler (wk),not out,73,39,5,6,187.18,3,inn2,Jos Buttler,Buttler,,,,,,,,,,,3.0,2258.0,Jos Buttler (wk),Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Sherfane Rutherford,not out,30,18,1,3,166.67,4,inn2,Sherfane Rutherford,Rutherford,,,,,,,,,,,4.0,13748.0,Sherfane Rutherford,Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Rashid Khan,Did not bat,0,0,0,0,0.0,12,inn2,Rashid Khan,rkhan,Rashid Khan,4.0,0.0,54.0,0.0,0.0,0.0,13.5,6.0,Rashid Khan,6.0,10738.0,Rashid Khan,Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Ravisrinivasan Sai Kishore,Did not bat,0,0,0,0,0.0,12,inn2,Ravisrinivasan Sai Kishore,Kishore,Sai Kishore,4.0,0.0,22.0,2.0,0.0,1.0,5.5,7.0,Sai Kishore,7.0,11595.0,Ravisrinivasan Sai Kishore,Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Ishant Sharma,Did not bat,0,0,0,0,0.0,12,inn2,Ishant Sharma,isharma,Ishant,2.0,0.0,27.0,1.0,0.0,0.0,13.5,8.0,Ishant,8.0,702.0,Ishant Sharma,Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Prasidh Krishna,Did not bat,0,0,0,0,0.0,12,inn2,Prasidh Krishna,Krishna,Prasidh,4.0,0.0,26.0,1.0,0.0,0.0,6.5,9.0,Prasidh,9.0,10551.0,Prasidh Krishna,Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Arshad Khan,Did not bat,0,0,0,0,0.0,12,inn2,Arshad Khan,a1khan,Arshad Khan,2.0,0.0,17.0,1.0,0.0,1.0,8.5,10.0,Arshad Khan,10.0,18637.0,Arshad Khan,Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Mohammed Siraj,Did not bat,0,0,0,0,0.0,12,inn2,Mohammed Siraj,Siraj,Siraj,4.0,0.0,19.0,3.0,0.0,1.0,4.8,11.0,Siraj,11.0,10808.0,Mohammed Siraj,Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Rahul Tewatia,Did not bat,0,0,0,0,0.0,12,inn2,Rahul Tewatia,Tewatia,,,,,,,,,,,12.0,9693.0,Rahul Tewatia,Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115048,Royal Challengers Bengaluru vs Gujarat Titans, 14th Match,Gujarat Titans won by 8 wkts,RCB,GT,3-Apr,,Shahrukh Khan,Did not bat,0,0,0,0,0.0,12,inn2,Shahrukh Khan,skhan,,,,,,,,,,,12.0,10226.0,Shahrukh Khan,Gujarat Titans 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,de Kock (wk),c Zeeshan Ansari b Cummins,1,6,0,0,16.67,1,inn1,de Kock,Kock,,,,,,,,,,,1.0,8520.0,Quinton de Kock (wk),Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Narine,c Klaasen b Shami,7,7,0,1,100.0,2,inn1,Narine,Narine,Sunil Narine,4.0,0.0,30.0,1.0,0.0,1.0,7.5,7.0,Sunil Narine,2.0,2276.0,Sunil Narine,Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Ajinkya Rahane (c),c Klaasen b Zeeshan Ansari,38,27,1,4,140.74,3,inn1,Ajinkya Rahane,Rahane,,,,,,,,,,,3.0,1447.0,Ajinkya Rahane (c),Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Angkrish Raghuvanshi,c Harshal Patel b Kamindu Mendis,50,32,5,2,156.25,4,inn1,Angkrish Raghuvanshi,Raghuvanshi,,,,,,,,,,,4.0,22566.0,Angkrish Raghuvanshi,Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Venkatesh Iyer,c Aniket Verma b Harshal Patel,60,29,7,3,206.9,5,inn1,Venkatesh Iyer,viyer,,,,,,,,,,,5.0,10917.0,Venkatesh Iyer,Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Rinku Singh,not out,32,17,4,1,188.24,6,inn1,Rinku Singh,rsingh,,,,,,,,,,,6.0,10896.0,Rinku Singh,Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Russell,run out (Klaasen),1,2,0,0,50.0,7,inn1,Russell,Russell,Andre Russell,1.4,0.0,21.0,2.0,0.0,1.0,12.6,8.0,Andre Russell,7.0,7736.0,Andre Russell,Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Varun Chakaravarthy,Did not bat,0,0,0,0,0.0,12,inn1,Varun Chakaravarthy,Chakaravarthy,Varun Chakaravarthy,4.0,0.0,22.0,3.0,0.0,2.0,5.5,9.0,Varun Chakaravarthy,9.0,12926.0,Varun Chakaravarthy,Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Harshit Rana,Did not bat,0,0,0,0,0.0,12,inn1,Harshit Rana,hrana,Harshit Rana,3.0,0.0,15.0,1.0,0.0,1.0,5.0,10.0,Harshit Rana,10.0,24729.0,Harshit Rana,Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Vaibhav Arora,Did not bat,0,0,0,0,0.0,12,inn1,Vaibhav Arora,Arora,Vaibhav Arora,4.0,1.0,29.0,3.0,0.0,0.0,7.2,11.0,Vaibhav Arora,11.0,15861.0,Vaibhav Arora,Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Moeen,Did not bat,0,0,0,0,0.0,12,inn1,Moeen,Ali,,,,,,,,,,,12.0,6692.0,Moeen Ali,Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Ramandeep Singh,Did not bat,0,0,0,0,0.0,12,inn1,Ramandeep Singh,rdsingh,,,,,,,,,,,12.0,12337.0,Ramandeep Singh,Kolkata Knight Riders 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Travis Head,c Harshit Rana b Vaibhav Arora,4,2,1,0,200.0,1,inn2,Travis Head,Head,,,,,,,,,,,1.0,8497.0,Travis Head,Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Abhishek Sharma,c Venkatesh Iyer b Harshit Rana,2,6,0,0,33.33,2,inn2,Abhishek Sharma,absharma,,,,,,,,,,,2.0,12086.0,Abhishek Sharma,Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Ishan Kishan,c Ajinkya Rahane b Vaibhav Arora,2,5,0,0,40.0,3,inn2,Ishan Kishan,Kishan,,,,,,,,,,,3.0,10276.0,Ishan Kishan,Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Nitish Kumar Reddy,c Narine b Russell,19,15,2,1,126.67,4,inn2,Nitish Kumar Reddy,Reddy,,,,,,,,,,,4.0,14701.0,Nitish Kumar Reddy,Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Kamindu Mendis,c (sub)Anukul Roy b Narine,27,20,1,2,135.0,5,inn2,Kamindu Mendis,k2mendis,Kamindu Mendis,1.0,0.0,4.0,1.0,0.0,0.0,4.0,6.0,Kamindu Mendis,5.0,10940.0,Kamindu Mendis,Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Heinrich Klaasen (wk),c Moeen b Vaibhav Arora,33,21,2,2,157.14,6,inn2,Heinrich Klaasen,Klaasen,,,,,,,,,,,6.0,10209.0,Heinrich Klaasen (wk),Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Aniket Verma,c Venkatesh Iyer b Varun Chakaravarthy,6,6,1,0,100.0,7,inn2,Aniket Verma,Verma,,,,,,,,,,,7.0,1447065.0,Aniket Verma,Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Zeeshan Ansari,Did not bat,0,0,0,0,0.0,12,inn2,Zeeshan Ansari,Ansari,Zeeshan Ansari,3.0,0.0,25.0,1.0,0.0,0.0,8.3,8.0,Zeeshan Ansari,8.0,10946.0,Zeeshan Ansari,Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Pat Cummins (c),c Harshit Rana b Varun Chakaravarthy,14,15,2,0,93.33,8,inn2,Pat Cummins,Cummins,Cummins (c),4.0,0.0,44.0,1.0,0.0,0.0,11.0,10.0,Cummins,8.0,8095.0,Pat Cummins (c),Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Harshal Patel,c and b Russell,3,5,0,0,60.0,9,inn2,Harshal Patel,hpatel,Harshal Patel,4.0,0.0,43.0,1.0,0.0,2.0,10.8,7.0,Harshal Patel,9.0,8175.0,Harshal Patel,Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Simarjeet Singh,b Varun Chakaravarthy,0,1,0,0,0.0,10,inn2,Simarjeet Singh,sjsingh,Simarjeet Singh,4.0,0.0,47.0,0.0,0.0,0.0,11.8,9.0,Simarjeet Singh,10.0,14163.0,Simarjeet Singh,Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115050,Kolkata Knight Riders vs Sunrisers Hyderabad, 15th Match,Kolkata Knight Riders won by 80 runs,KKR,SRH,4-Apr,,Mohammed Shami,not out,2,4,0,0,50.0,11,inn2,Mohammed Shami,Shami,Shami,4.0,0.0,29.0,1.0,0.0,1.0,7.2,11.0,Shami,11.0,7909.0,Mohammed Shami,Sunrisers Hyderabad 
INDIAN PREMIER LEAGUE 2025,115059,Lucknow Super Giants vs Mumbai Indians, 16th Match,Lucknow Super Giants won by 12 runs,LSG,MI,5-Apr,,Mitchell Marsh,c and b Vignesh Puthur,60,31,9,2,193.55,1,inn1,Mitchell Marsh,Marsh,,,,,,,,,,,1.0,6250.0,Mitchell Marsh,Lucknow Super Giants 
INDIAN PREMIER LEAGUE 2025,115059,Lucknow Super Giants vs Mumbai Indians, 16th Match,Lucknow Super Giants won by 12 runs,LSG,MI,5-Apr,,Markram,c Raj Bawa b Hardik Pandya,53,38,2,4,139.47,2,inn1,Markram,Markram,,,,,,,,,,,2.0,9582.0,Aiden Markram,Lucknow Super Giants 
INDIAN PREMIER LEAGUE 2025,115059,Lucknow Super Giants vs Mumbai Indians, 16th Match,Lucknow Super Giants won by 12 runs,LSG,MI,5-Apr,,Pooran,c D Chahar b Hardik Pandya,12,6,1,1,200.0,3,inn1,Pooran,Pooran,,,,,,,,,,,3.0,9406.0,Nicholas Pooran,Lucknow Super Giants 
